# z-component of the Electric Field profile
# Average over        100 steps
# z (au)              total           A               Im1             Im2             Im3             C1              C2              P         
   62.7779162891    0.0001276143   -0.0047280960   -0.0024098183    0.0040823005    0.0000000000    0.0004423857    0.0000000000    0.0000000000
   63.3409469285    0.0000449484   -0.0015138806    0.0005008380    0.0001522131    0.0010304180    0.0000439234    0.0000000000    0.0000000000
   63.9039775678   -0.0000269476   -0.0011777532    0.0018260749   -0.0009888688    0.0000000000    0.0000001493    0.0000000000    0.0000000000
   64.4670082072    0.0008549965   -0.0013630782    0.0010068155   -0.0042621470   -0.0031846779    0.0019188662    0.0000000000    0.0000000000
   65.0300388466    0.0001976371    0.0000000000   -0.0036069424   -0.0052218906    0.0009329674    0.0004393400    0.0000000000    0.0000000000
   65.5930694859    0.0001206313    0.0000000000   -0.0022428111    0.0000000000   -0.0009571200    0.0003370444    0.0000000000    0.0000000000
   66.1561001253    0.0001487460    0.0007992351   -0.0028225038    0.0041941951    0.0002615864    0.0000907922    0.0000000000    0.0000000000
   66.7191307646    0.0003842343    0.0001100034    0.0000000000    0.0010346179    0.0012499348    0.0003682019    0.0000000000    0.0000000000
   67.2821614040   -0.0006987691   -0.0007466821   -0.0038643837   -0.0037301928    0.0000000000   -0.0005400109    0.0000000000    0.0000000000
   67.8451920434   -0.0003051396    0.0007160996    0.0010445735   -0.0067530482    0.0000000000   -0.0002210567    0.0000000000    0.0000000000
   68.4082226827   -0.0006865411   -0.0019203625    0.0081172029   -0.0072062564   -0.0089459002   -0.0004074199    0.0000000000    0.0000000000
   68.9712533221   -0.0015107129   -0.0024423706   -0.0009990174   -0.0047166919    0.0000000000   -0.0011655614    0.0000000000    0.0000000000
   69.5342839615   -0.0001501246   -0.0021120260   -0.0042629838    0.0010038748    0.0054942357   -0.0002396127    0.0000000000    0.0000000000
   70.0973146008   -0.0003215394   -0.0040025770    0.0000000000    0.0049420700   -0.0042852990   -0.0005046098    0.0000000000    0.0000000000
   70.6603452402    0.0000262124    0.0018622381    0.0000000000    0.0042374356    0.0006825959   -0.0002534936    0.0000000000    0.0000000000
   71.2233758796    0.0000939626   -0.0004970380    0.0000000000   -0.0014877879   -0.0032804735    0.0002467081    0.0000000000    0.0000000000
   71.7864065189    0.0000277135    0.0013907214   -0.0016252992   -0.0007312125   -0.0005343320    0.0001029442    0.0000000000    0.0000000000
   72.3494371583   -0.0007933149   -0.0018712822   -0.0023978656   -0.0008683409    0.0000000000   -0.0004385204    0.0000000000    0.0000000000
   72.9124677976    0.0003383593   -0.0002108315   -0.0056472980   -0.0024968333   -0.0070079524    0.0009873303    0.0000000000    0.0000000000
   73.4754984370    0.0003497989    0.0023923652    0.0000000000   -0.0003899149   -0.0045193920    0.0003841672    0.0000000000    0.0000000000
   74.0385290764    0.0012333549    0.0015864643    0.0000000000    0.0009722127    0.0000000000    0.0012116958    0.0000000000    0.0000000000
   74.6015597157    0.0001730554   -0.0021533703   -0.0019101243    0.0012160292    0.0000000000    0.0002795079    0.0000000000    0.0000000000
   75.1645903551   -0.0005179905   -0.0025509406   -0.0013943422   -0.0058501824    0.0000000000   -0.0004068732    0.0000000000    0.0000000000
   75.7276209945   -0.0000658213   -0.0026740710    0.0003177930   -0.0043348815   -0.0016402550    0.0002274365    0.0000000000    0.0000000000
   76.2906516338    0.0009448710   -0.0024902153    0.0006152577   -0.0029313309   -0.0016925693    0.0013375007    0.0000000000    0.0000000000
   76.8536822732   -0.0008956374   -0.0001748485    0.0000000000   -0.0001444637   -0.0008208057   -0.0009694248    0.0000000000    0.0000000000
   77.4167129126   -0.0002557845    0.0004069796    0.0001213489    0.0024080072   -0.0019477448   -0.0002808591    0.0000000000    0.0000000000
   77.9797435519   -0.0008960059   -0.0023086233   -0.0020384977    0.0000000000    0.0029112398   -0.0009502333    0.0000000000    0.0000000000
   78.5427741913    0.0004957099    0.0004049259    0.0000000000    0.0022609362   -0.0021776116    0.0005308869    0.0000000000    0.0000000000
   79.1058048307   -0.0008570249   -0.0012688082    0.0000000000   -0.0004556028   -0.0014130706   -0.0008294512    0.0000000000    0.0000000000
   79.6688354700    0.0016600178   -0.0011136587    0.0027936702   -0.0032095776   -0.0040999867    0.0019964015    0.0000000000    0.0000000000
   80.2318661094   -0.0001848889   -0.0001988344    0.0000000000   -0.0005729504   -0.0003189136   -0.0001745287    0.0000000000    0.0000000000
   80.7948967487   -0.0006639250   -0.0015673117    0.0000000000    0.0002583306   -0.0043525759   -0.0004946181    0.0000000000    0.0000000000
   81.3579273881   -0.0007237823   -0.0006184140    0.0015692446    0.0011285832   -0.0040383534   -0.0005381345    0.0000000000    0.0000000000
   81.9209580275   -0.0011163667   -0.0039965288    0.0034548753    0.0013876734   -0.0062515833   -0.0010708577    0.0000000000    0.0000000000
   82.4839886668    0.0008056506   -0.0031785898    0.0055252702    0.0000000000    0.0000000000    0.0008639775    0.0000000000    0.0000000000
   83.0470193062    0.0002963953   -0.0035709141   -0.0042544885   -0.0066995398    0.0002042856    0.0006142056    0.0000000000    0.0000000000
   83.6100499456   -0.0000631982   -0.0068447494   -0.0026584629   -0.0036647499    0.0018077142    0.0001916450    0.0000000000    0.0000000000
   84.1730805849    0.0007683848   -0.0059174312    0.0000000000    0.0024186422    0.0033222621    0.0006697091    0.0000000000    0.0000000000
   84.7361112243   -0.0001694484   -0.0048781482    0.0000000000    0.0015264783    0.0012923742   -0.0000730032    0.0000000000    0.0000000000
   85.2991418637   -0.0008952635   -0.0034261311   -0.0061601351    0.0012014911    0.0029105781   -0.0006293551    0.0000000000    0.0000000000
   85.8621725030   -0.0013479796   -0.0019362734   -0.0091771907   -0.0003837126    0.0024431602   -0.0012085658    0.0000000000    0.0000000000
   86.4252031424   -0.0049883765   -0.0093551925   -0.0018870299   -0.0006947769   -0.0071117596    0.0000000000    0.0000000000    0.0000000000
   86.9882337817   -0.0028532712   -0.0044426003   -0.0004907200    0.0007876080   -0.0041174646    0.0000000000    0.0000000000    0.0000000000
   87.5512644211   -0.0011617441   -0.0019178561    0.0000000000   -0.0027776535    0.0062530994    0.0000000000    0.0000000000    0.0000000000
   88.1142950605   -0.0028843150   -0.0061717678   -0.0008326086   -0.0043085339   -0.0046263846    0.0000000000    0.0000000000    0.0000000000
   88.6773256998   -0.0023293019    0.0001521081   -0.0034784504   -0.0004549066    0.0000000000    0.0000000000    0.0000000000    0.0000000000
   89.2403563392   -0.0001545595   -0.0034137617    0.0004926869    0.0007382122   -0.0011795529    0.0000000000    0.0000000000    0.0000000000
   89.8033869786   -0.0001946752    0.0024580569   -0.0054260393    0.0016965737   -0.0035636246    0.0000000000    0.0000000000    0.0000000000
   90.3664176179   -0.0008882351   -0.0041971497    0.0007362904    0.0021970320   -0.0045126470    0.0000000000    0.0000000000    0.0000000000
   90.9294482573   -0.0024775193   -0.0042374050   -0.0018696092    0.0003335909   -0.0025241322    0.0000000000    0.0000000000    0.0000000000
   91.4924788967   -0.0012040441   -0.0029650114   -0.0008682181   -0.0020374175    0.0006046098    0.0000000000    0.0000000000    0.0000000000
   92.0555095360   -0.0027652490   -0.0032408678   -0.0005467025    0.0000000000   -0.0040784909    0.0000000000    0.0000000000    0.0000000000
   92.6185401754   -0.0022780822   -0.0031918074    0.0007905211    0.0000000000   -0.0026832982    0.0000000000    0.0000000000    0.0000000000
   93.1815708148   -0.0034276447   -0.0012814268   -0.0043685731   -0.0097933399   -0.0024274360    0.0000000000    0.0000000000    0.0000000000
   93.7446014541   -0.0038678695   -0.0049700371   -0.0051464552    0.0046913800   -0.0059301633    0.0000000000    0.0000000000    0.0000000000
   94.3076320935   -0.0001970976   -0.0017307438    0.0027068216   -0.0012192414   -0.0011879801    0.0000000000    0.0000000000    0.0000000000
   94.8706627328   -0.0016434336   -0.0013512026   -0.0031141525    0.0002839916   -0.0049469436    0.0000000000    0.0000000000    0.0000000000
   95.4336933722   -0.0034981177   -0.0022811410   -0.0033004299   -0.0066229314    0.0003668538    0.0000000000    0.0000000000    0.0000000000
   95.9967240116   -0.0017106489    0.0004993692   -0.0021988626   -0.0031808800   -0.0011813292    0.0000000000    0.0000000000    0.0000000000
   96.5597546509   -0.0009699619   -0.0014665454   -0.0002867749   -0.0008013883   -0.0013924866    0.0000000000    0.0000000000    0.0000000000
   97.1227852903   -0.0031232897   -0.0040020299   -0.0013462492   -0.0044538605   -0.0033081876    0.0000000000    0.0000000000    0.0000000000
   97.6858159297   -0.0017884418   -0.0031365545    0.0023291531   -0.0005573510   -0.0023908838    0.0000000000    0.0000000000    0.0000000000
   98.2488465690   -0.0009596893   -0.0013368493   -0.0016779210   -0.0016802539    0.0000661709    0.0000000000    0.0000000000    0.0000000000
   98.8118772084   -0.0028549744   -0.0017854952   -0.0042359522   -0.0043785551   -0.0015703772    0.0000000000    0.0000000000    0.0000000000
   99.3749078478   -0.0033369164   -0.0023800445   -0.0020421096   -0.0068409974   -0.0025452785    0.0000000000    0.0000000000    0.0000000000
   99.9379384871   -0.0023536155   -0.0030316183   -0.0061078526   -0.0030217929    0.0006316130    0.0000000000    0.0000000000    0.0000000000
  100.5009691265   -0.0008031021   -0.0010045005   -0.0009166622   -0.0038803202    0.0017957994    0.0000000000    0.0000000000    0.0000000000
  101.0639997659   -0.0018674801   -0.0015668827   -0.0012823466   -0.0032704478    0.0011973485    0.0000000000    0.0000000000    0.0000000000
  101.6270304052   -0.0013265093   -0.0014365181   -0.0003917593   -0.0030438624   -0.0009280743    0.0000000000    0.0000000000    0.0000000000
  102.1900610446   -0.0011862153   -0.0022897821   -0.0012292011   -0.0024824822    0.0002773956    0.0000000000    0.0000000000    0.0000000000
  102.7530916839   -0.0018244109   -0.0006307089   -0.0020517480   -0.0043643797    0.0012503514    0.0000000000    0.0000000000    0.0000000000
  103.3161223233   -0.0021818824    0.0008494471    0.0002127244   -0.0091792702    0.0023837505    0.0000000000    0.0000000000    0.0000000000
  103.8791529627   -0.0010767944   -0.0011334578   -0.0022627132   -0.0007790773   -0.0000513118    0.0000000000    0.0000000000    0.0000000000
  104.4421836020   -0.0025213502    0.0006936808   -0.0027627827   -0.0029092113   -0.0030994815    0.0000000000    0.0000000000    0.0000000000
  105.0052142414   -0.0020227169   -0.0021295367   -0.0029455413   -0.0011836810   -0.0023213305    0.0000000000    0.0000000000    0.0000000000
  105.5682448808   -0.0023434258    0.0009139835   -0.0024480628   -0.0021589165   -0.0034250531    0.0000000000    0.0000000000    0.0000000000
  106.1312755201   -0.0024708425   -0.0030835864   -0.0034657582   -0.0001647251   -0.0034245082    0.0000000000    0.0000000000    0.0000000000
  106.6943061595   -0.0011544252   -0.0015700266   -0.0001061855   -0.0030927069   -0.0017338416    0.0000000000    0.0000000000    0.0000000000
  107.2573367989   -0.0002735475   -0.0008205145   -0.0028927362   -0.0004322300    0.0016593832    0.0000000000    0.0000000000    0.0000000000
  107.8203674382    0.0010089002   -0.0000270685   -0.0016644049    0.0020045305    0.0029683761    0.0000000000    0.0000000000    0.0000000000
  108.3833980776   -0.0014924480   -0.0004126355   -0.0051118543    0.0009680212   -0.0007316871    0.0000000000    0.0000000000    0.0000000000
  108.9464287169   -0.0011822112   -0.0003225997   -0.0062547314    0.0020265127   -0.0036599549    0.0000000000    0.0000000000    0.0000000000
  109.5094593563   -0.0013454586    0.0009721693   -0.0022813861   -0.0037657364    0.0008810555    0.0000000000    0.0000000000    0.0000000000
  110.0724899957   -0.0024642420   -0.0020945686    0.0010693975   -0.0039019844   -0.0013357888    0.0000000000    0.0000000000    0.0000000000
  110.6355206350   -0.0005664761    0.0004728699   -0.0010957902   -0.0002170112   -0.0024372269    0.0000000000    0.0000000000    0.0000000000
  111.1985512744   -0.0023252294   -0.0026474125   -0.0008255769   -0.0026222372   -0.0028147781    0.0000000000    0.0000000000    0.0000000000
  111.7615819138   -0.0028255880   -0.0027107822   -0.0026413035   -0.0052657852   -0.0007600965    0.0000000000    0.0000000000    0.0000000000
  112.3246125531   -0.0005144381   -0.0027848808    0.0001631367    0.0003779374    0.0007426782    0.0000000000    0.0000000000    0.0000000000
  112.8876431925   -0.0025238927   -0.0010558359   -0.0046371925    0.0006391800   -0.0025401666    0.0000000000    0.0000000000    0.0000000000
  113.4506738319   -0.0024109960   -0.0025408514   -0.0020235659   -0.0025959507   -0.0024074795    0.0000000000    0.0000000000    0.0000000000
  114.0137044712   -0.0000290982    0.0011044653   -0.0000516933   -0.0022260687    0.0022624260    0.0000000000    0.0000000000    0.0000000000
  114.5767351106   -0.0009599845   -0.0001639362   -0.0035447435   -0.0005176861    0.0016832412    0.0000000000    0.0000000000    0.0000000000
  115.1397657500   -0.0006496396    0.0002039759   -0.0024547761   -0.0000846579    0.0012770098    0.0000000000    0.0000000000    0.0000000000
  115.7027963893   -0.0006175241   -0.0002672490    0.0013465340   -0.0022962013   -0.0026045689    0.0000000000    0.0000000000    0.0000000000
  116.2658270287   -0.0002626819   -0.0053329031    0.0010551016   -0.0000672877    0.0000760088    0.0000000000    0.0000000000    0.0000000000
